created_at,consultant,date,project,hours,description,rate
2019-12-06 10:45:22,Stanislav Valasek,2020-04-20,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-04-20,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-04-21,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-04-21,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-04-22,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-04-22,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-04-23,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-04-23,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-04-24,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-04-24,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-04-25,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-04-25,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Stanislav Valasek,2020-04-26,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-04-26,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-04-27,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-04-27,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-04-28,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-04-28,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-04-29,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-04-29,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-04-30,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-04-30,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-01,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Stanislav Valasek,2020-05-01,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-02,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-05-02,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-05-03,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-05-03,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-04,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-04,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-05-05,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Stanislav Valasek,2020-05-05,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-06,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-05-06,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-05-07,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-07,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Stanislav Valasek,2020-05-08,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-08,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-09,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-05-09,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-10,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-05-10,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-05-11,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Stanislav Valasek,2020-05-11,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-12,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-12,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-13,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Stanislav Valasek,2020-05-13,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-14,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-14,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-05-15,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-15,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-05-16,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-16,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-17,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-17,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-05-18,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-18,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-19,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-19,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-20,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-05-20,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-05-21,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Stanislav Valasek,2020-05-21,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Stanislav Valasek,2020-05-22,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Stanislav Valasek,2020-05-22,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-23,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-23,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-24,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Stanislav Valasek,2020-05-24,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-25,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-25,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-26,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Stanislav Valasek,2020-05-26,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-27,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-27,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-28,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-05-28,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Stanislav Valasek,2020-05-29,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-29,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-05-30,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-30,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-05-31,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-05-31,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-06-01,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-01,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-06-02,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-02,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-03,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-06-03,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-06-04,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-06-04,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-06-05,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-05,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-06-06,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-06-06,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-07,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Stanislav Valasek,2020-06-07,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-08,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-06-08,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Stanislav Valasek,2020-06-09,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-09,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-10,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-10,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-11,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-11,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-12,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-12,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-13,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-13,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-14,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-14,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-15,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-15,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-16,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-16,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-17,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-17,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-18,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-18,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-19,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-06-19,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-06-20,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-20,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-06-21,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-21,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-22,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-22,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-06-23,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Stanislav Valasek,2020-06-23,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-06-24,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-06-24,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-06-25,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-06-25,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-26,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-26,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-06-27,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-27,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-28,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-28,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Stanislav Valasek,2020-06-29,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-06-29,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-30,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-06-30,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-01,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-01,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-02,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-02,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-07-03,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Stanislav Valasek,2020-07-03,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-04,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-07-04,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-07-05,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-05,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-06,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-06,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-07,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-07,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-08,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-07-08,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-09,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-09,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-10,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-10,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-11,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Stanislav Valasek,2020-07-11,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-12,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-12,_Vacation,4,,Vacation
2019-12-06 10:45:22,Stanislav Valasek,2020-07-13,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Stanislav Valasek,2020-07-13,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-14,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-14,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-15,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-07-15,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-16,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-16,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Stanislav Valasek,2020-07-17,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-17,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-18,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-18,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-19,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-19,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-20,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-20,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-21,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-21,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-07-22,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-22,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-23,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-23,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-24,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-07-24,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-25,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-25,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-26,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Stanislav Valasek,2020-07-26,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-27,_Sick,4,,Sick
2019-12-06 10:45:22,Stanislav Valasek,2020-07-27,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-28,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-28,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-29,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Stanislav Valasek,2020-07-29,Spotify,6,Identify and document team delivery best practicies,Standard
